HGNC.ID,HGNCsymbol,Approved.name,Chromosome,Pubmed.IDs,OMIM.ID,UniProt.ID
HGNC:26737,TMEM272,transmembrane protein 272,13q14.3,,,A0A1B0GTI8
HGNC:27274,TMEM273,transmembrane protein 273,10q11.23,12477932,,Q5T292
HGNC:53732,TMEM274P,"transmembrane protein 274, pseudogene",1p36.22,,,
HGNC:53938,TMEM275,transmembrane protein 275,1p33,,,A0A0U1RQS6
HGNC:11870,TMF1,TATA element modulatory factor 1,3p14.1,1409643,601126,P82094
HGNC:51353,TMF1P1,TATA element modulatory factor 1 pseudogene 1,16p13.12,,,
HGNC:30800,TMIE,transmembrane inner ear,3p21.31,"12140191, 12145746",607237,Q8NEW7
HGNC:32431,TMIGD1,transmembrane and immunoglobulin domain containing 1,17q11.2,"12975309, 26342724",,Q6UXZ0
HGNC:28324,TMIGD2,transmembrane and immunoglobulin domain containing 2,19p13.3,"22419821, 23784006",614715,Q96BF3
HGNC:51375,TMIGD3,transmembrane and immunoglobulin domain containing 3,1p13.2,,,P0DMS9
HGNC:18308,TMLHE,"trimethyllysine hydroxylase, epsilon",Xq28,"8908511, 11431483",300777,Q9NVH6
HGNC:44261,TMLHE-AS1,TMLHE antisense RNA 1,Xq28,,,
HGNC:11871,TMOD1,tropomodulin 1,9q22.33,"1370827, 8661028",190930,P28289
HGNC:11872,TMOD2,tropomodulin 2,15q21.2,10662549,602928,Q9NZR1
HGNC:11873,TMOD3,tropomodulin 3,15q21.2,10662549,605112,Q9NYL9
HGNC:11874,TMOD4,tropomodulin 4,1q21.3,"10662549, 10497209",605834,Q9NZQ9
HGNC:11875,TMPO,thymopoietin,12q23.1,7517549,188380,"P42166, P42167"
HGNC:44158,TMPO-AS1,TMPO antisense RNA 1,12q23.1,31230752,,
HGNC:21364,TMPOP1,thymopoietin pseudogene 1,6p22.1,,,
HGNC:50860,TMPOP2,thymopoietin pseudogene 2,16q23.1,25007342,,
HGNC:33865,TMPPE,transmembrane protein with metallophosphoesterase domain,3p22.3,,,Q6ZT21
HGNC:11876,TMPRSS2,transmembrane serine protease 2,21q22.3,9325052,602060,O15393
HGNC:11877,TMPRSS3,transmembrane serine protease 3,21q22.3,"11462234, 11907649",605511,P57727
HGNC:11878,TMPRSS4,transmembrane serine protease 4,11q23.3,10825129,606565,Q9NRS4
HGNC:14908,TMPRSS5,transmembrane serine protease 5,11q23.2,,606751,Q9H3S3
HGNC:16517,TMPRSS6,transmembrane serine protease 6,22q12.3,,609862,Q8IU80
HGNC:30846,TMPRSS7,transmembrane serine protease 7,3q13.2,12838346,,Q7RTY8
HGNC:30079,TMPRSS9,transmembrane serine protease 9,19p13.3,12886014,610477,Q7Z410
HGNC:27954,TMPRSS11A,transmembrane serine protease 11A,4q13.2,15328353,611704,Q6ZMR5
HGNC:25398,TMPRSS11B,transmembrane serine protease 11B,4q13.2,,,Q86T26
HGNC:37262,TMPRSS11BNL,"TMPRSS11B N-terminal like, pseudogene",4q13.2,,,
HGNC:31934,TMPRSS11CP,"transmembrane serine protease 11C, pseudogene",4q13.2,"15328353, 18215125",,
HGNC:24059,TMPRSS11D,transmembrane serine protease 11D,4q13.2,"9565616, 9070615",605369,O60235
HGNC:24465,TMPRSS11E,transmembrane serine protease 11E,4q13.2,15328353,610399,Q9UL52
HGNC:33592,TMPRSS11E2,"symbol withdrawn, see [HGNC:24465](/data/gene-symbol-report/#!/hgnc_id/HGNC:24465)",4q13.2,,,
HGNC:29994,TMPRSS11F,transmembrane serine protease 11F,4q13.2,,,Q6ZWK6
HGNC:42983,TMPRSS11GP,"transmembrane serine protease 11G, pseudogene",4q13.2,,,
HGNC:28779,TMPRSS12,transmembrane serine protease 12,12q13.12,,,Q86WS5
HGNC:29808,TMPRSS13,transmembrane serine protease 13,11q23.3,11267681,610050,Q9BYE2
HGNC:9490,TMPRSS15,transmembrane serine protease 15,21q21.1,8052624,606635,P98073
HGNC:11880,TMSB4,"symbol withdrawn, see [HGNC:11881](/data/gene-symbol-report/#!/hgnc_id/HGNC:11881)",,,,
HGNC:15798,TMSB4L,"symbol withdrawn, see [HGNC:11888](/data/gene-symbol-report/#!/hgnc_id/HGNC:11888)",20,,,
HGNC:11881,TMSB4X,thymosin beta 4 X-linked,Xp22.2,"2677145, 9381176",300159,P62328
HGNC:11883,TMSB4XP1,TMSB4X pseudogene 1,1p34.2,,,
HGNC:11884,TMSB4XP2,TMSB4X pseudogene 2,2p25.3,,,
HGNC:38587,TMSB4XP3,TMSB4X pseudogene 3,7p14.3,,,
HGNC:11886,TMSB4XP4,TMSB4X pseudogene 4,9q34.11,,,
HGNC:11887,TMSB4XP5,TMSB4X pseudogene 5,11q12.3,,,
HGNC:11888,TMSB4XP6,TMSB4X pseudogene 6,20q13.13,2004759,,
HGNC:11889,TMSB4XP7,TMSB4X pseudogene 7,Xq23,2004759,,
HGNC:11885,TMSB4XP8,TMSB4X pseudogene 8,4q22.1,2004759,,
HGNC:11882,TMSB4Y,thymosin beta 4 Y-linked,Yq11.221,9381176,400017,O14604
HGNC:11879,TMSB10,thymosin beta 10,2p11.2,"3365256, 10487837",188399,P63313
HGNC:41949,TMSB10P1,thymosin beta 10 pseudogene 1,2q37.2,,,
HGNC:41950,TMSB10P2,thymosin beta 10 pseudogene 2,Xp22.13,,,
HGNC:30744,TMSB15A,thymosin beta 15A,Xq22.1,"9039501, 17567946",300939,P0CG34
HGNC:28612,TMSB15B,thymosin beta 15B,Xq22.2,17567946,301011,P0CG35
HGNC:53858,TMSB15B-AS1,TMSB15B antisense RNA 1,Xq22.2,,,
HGNC:24099,TMTC1,transmembrane O-mannosyltransferase targeting cadherins 1,12p11.22,24764305,615855,Q8IUR5
HGNC:25440,TMTC2,transmembrane O-mannosyltransferase targeting cadherins 2,12q21.31,24764305,615856,Q8N394
HGNC:26899,TMTC3,transmembrane O-mannosyltransferase targeting cadherins 3,12q21.32,,617218,Q6ZXV5
HGNC:25904,TMTC4,transmembrane O-mannosyltransferase targeting cadherins 4,13q32.3,,618203,Q5T4D3
HGNC:21709,TMUB1,transmembrane and ubiquitin like domain containing 1,7q36.1,"16014383, 31827061, 31867855",614792,Q9BVT8
HGNC:28459,TMUB2,transmembrane and ubiquitin like domain containing 2,17q21.31,"8619474, 9110174",,Q71RG4
HGNC:11890,TMVCF,"symbol withdrawn, see [HGNC:2047](/data/gene-symbol-report/#!/hgnc_id/HGNC:2047)",,,,
HGNC:15487,TMX1,thioredoxin related transmembrane protein 1,14q22.1,11152479,610527,Q9H3N1
HGNC:30739,TMX2,thioredoxin related transmembrane protein 2,11q12.1,12670024,616715,Q9Y320
HGNC:41992,TMX2-CTNND1,TMX2-CTNND1 readthrough (NMD candidate),11q12.1,,,
HGNC:49916,TMX2P1,thioredoxin related transmembrane protein 2 pseudogene 1,9p13.2,,,
HGNC:24718,TMX3,thioredoxin related transmembrane protein 3,18q22.1,15623505,616102,Q96JJ7
HGNC:25237,TMX4,thioredoxin related transmembrane protein 4,20p12.3,20056998,616766,Q9H1E5
HGNC:5318,TNC,tenascin C,9q33.1,"1704365, 1707164, 23936043",187380,P24821
HGNC:11892,TNF,tumor necrosis factor,6p21.33,"2413547, 6392892",191160,P01375
HGNC:11893,TNFA,"symbol withdrawn, see [HGNC:11892](/data/gene-symbol-report/#!/hgnc_id/HGNC:11892)",,,,
HGNC:11894,TNFAIP1,TNF alpha induced protein 1,17q11.2,"2406243, 2233719",191161,Q13829
HGNC:11895,TNFAIP2,TNF alpha induced protein 2,14q32.32,1374453,603300,Q03169
HGNC:11896,TNFAIP3,TNF alpha induced protein 3,6q23.3,2118515,191163,P21580
HGNC:11897,TNFAIP5,"symbol withdrawn, see [HGNC:9692](/data/gene-symbol-report/#!/hgnc_id/HGNC:9692)",reserved,,,
HGNC:11898,TNFAIP6,TNF alpha induced protein 6,2q23.3,"1730767, 8568267, 15060082",600410,P98066
HGNC:11899,TNFAIP7,"tumor necrosis factor, alpha-induced protein 7",reserved,,,
HGNC:17260,TNFAIP8,TNF alpha induced protein 8,5q23.1,"10233894, 10644768",612111,O95379
HGNC:28279,TNFAIP8L1,TNF alpha induced protein 8 like 1,19p13.3,21924498,615869,Q8WVP5
HGNC:26277,TNFAIP8L2,TNF alpha induced protein 8 like 2,1q21.3,21924498,612112,Q6P589
HGNC:20620,TNFAIP8L3,TNF alpha induced protein 8 like 3,15q21.2,21924498,616438,Q5GJ75
HGNC:11900,TNFB,"symbol withdrawn, see [HGNC:6709](/data/gene-symbol-report/#!/hgnc_id/HGNC:6709)",,,,
HGNC:11901,TNFC,"symbol withdrawn, see [HGNC:6711](/data/gene-symbol-report/#!/hgnc_id/HGNC:6711)",,,,
HGNC:11902,TNFR1,"symbol withdrawn, see [HGNC:11916](/data/gene-symbol-report/#!/hgnc_id/HGNC:11916)",,,,
HGNC:11903,TNFR2,"symbol withdrawn, see [HGNC:11917](/data/gene-symbol-report/#!/hgnc_id/HGNC:11917)",,,,
HGNC:11916,TNFRSF1A,TNF receptor superfamily member 1A,12p13.31,"1655358, 2158863",191190,P19438
HGNC:11917,TNFRSF1B,TNF receptor superfamily member 1B,1p36.22,"2158863, 8702885",191191,P20333
HGNC:11918,TNFRSF4,TNF receptor superfamily member 4,1p36.33,"7510240, 2828930",600315,P43489
HGNC:1679,TNFRSF5,"symbol withdrawn, see [HGNC:11919](/data/gene-symbol-report/#!/hgnc_id/HGNC:11919)",,,,
HGNC:11921,TNFRSF6B,TNF receptor superfamily member 6b,20q13.33,"9872321, 10318773",603361,O95407
HGNC:11923,TNFRSF8,TNF receptor superfamily member 8,1p36.22,"1330892, 1310894",153243,P28908
HGNC:11924,TNFRSF9,TNF receptor superfamily member 9,1p36.23,"8262389, 8639902",602250,Q07011
HGNC:11904,TNFRSF10A,TNF receptor superfamily member 10a,8p21.3,"9311998, 9082980",603611,O00220
HGNC:53164,TNFRSF10A-AS1,TNFRSF10A antisense RNA 1,8p21.3,27727196,,
HGNC:11905,TNFRSF10B,TNF receptor superfamily member 10b,8p21.3,"9285725, 9311998",603612,O14763
HGNC:11906,TNFRSF10C,TNF receptor superfamily member 10c,8p21.3,"9314565, 9325248",603613,O14798
HGNC:11907,TNFRSF10D,TNF receptor superfamily member 10d,8p21.3,"9382840, 9537512",603614,Q9UBN6
HGNC:11908,TNFRSF11A,TNF receptor superfamily member 11a,18q21.33,"9367155, 10615125",603499,Q9Y6Q6
HGNC:11909,TNFRSF11B,TNF receptor superfamily member 11b,8q24.12,9108485,602643,O00300
HGNC:18152,TNFRSF12A,TNF receptor superfamily member 12A,16p13.3,"10751351, 10551889",605914,Q9NP84
HGNC:11911,TNFRSF12L,"tumor necrosis factor receptor superfamily, member 12-like",1p36.2,9615223,,
HGNC:18153,TNFRSF13B,TNF receptor superfamily member 13B,17p11.2,9311921,604907,O14836
HGNC:17755,TNFRSF13C,TNF receptor superfamily member 13C,22q13.2,11509692,606269,Q96RJ3
HGNC:11912,TNFRSF14,TNF receptor superfamily member 14,1p36.32,"8898196, 9162061",602746,Q92956
HGNC:26966,TNFRSF14-AS1,TNFRSF14 antisense RNA 1,1p36.32,28418905,,
HGNC:11913,TNFRSF17,TNF receptor superfamily member 17,16p13.13,"1396583, 8165126",109545,Q02223
HGNC:11914,TNFRSF18,TNF receptor superfamily member 18,1p36.33,"9177197, 10037686",603905,Q9Y5U5
HGNC:11915,TNFRSF19,TNF receptor superfamily member 19,13q12.12,"10764796, 10809768",606122,Q9NS68
HGNC:13469,TNFRSF21,TNF receptor superfamily member 21,6p12.3,9714541,605732,O75509
HGNC:11910,TNFRSF25,TNF receptor superfamily member 25,1p36.31,"9052839, 8934525",603366,Q93038
HGNC:11933,TNFSF3L,"symbol withdrawn, see [HGNC:8904](/data/gene-symbol-report/#!/hgnc_id/HGNC:8904)",,,,
HGNC:11934,TNFSF4,TNF superfamily member 4,1q25.1,"1996093, 8076595",603594,P23510
HGNC:1680,TNFSF5,"symbol withdrawn, see [HGNC:11935](/data/gene-symbol-report/#!/hgnc_id/HGNC:11935)",,,,
HGNC:11938,TNFSF8,TNF superfamily member 8,9q32-q33.1,"8391931, 9349718",603875,P32971
HGNC:11939,TNFSF9,TNF superfamily member 9,19p13.3,"8405064, 8088337",606182,P41273
HGNC:11925,TNFSF10,TNF superfamily member 10,3q26,"8777713, 8663110",603598,P50591
HGNC:11926,TNFSF11,TNF superfamily member 11,13q14,"9312132, 9367155",602642,O14788
HGNC:11927,TNFSF12,TNF superfamily member 12,17p13.1,"9405449, 9560343",602695,O43508
HGNC:33537,TNFSF12-TNFSF13,TNFSF12-TNFSF13 readthrough,17p13.1,12411489,,
HGNC:11928,TNFSF13,TNF superfamily member 13,17p13.1,9743536,604472,O75888
HGNC:11929,TNFSF13B,TNF superfamily member 13b,13q33.3,"10331498, 10359578",603969,Q9Y275
HGNC:11930,TNFSF14,TNF superfamily member 14,19p13.3,9462508,604520,O43557
HGNC:11931,TNFSF15,TNF superfamily member 15,9q32,9434163,604052,O95150
HGNC:11932,TNFSF18,TNF superfamily member 18,1q25.1,"10037686, 10074428",603898,Q9UNG2
HGNC:13472,TNFSF20,"symbol withdrawn, see [HGNC:11929](/data/gene-symbol-report/#!/hgnc_id/HGNC:11929)",,10661873,,
HGNC:30765,TNIK,TRAF2 and NCK interacting kinase,3q26.2-q26.31,"9628581, 10521462",610005,Q9UKE5
HGNC:16903,TNIP1,TNFAIP3 interacting protein 1,5q33.1,"9923610, 11090181",607714,Q15025
HGNC:19118,TNIP2,TNFAIP3 interacting protein 2,4p16.3,"11390377, 12933576",610669,Q8NFZ5
HGNC:54936,TNIP2P1,TNIP2 pseudogene 1,Xp11.4,,,
HGNC:19315,TNIP3,TNFAIP3 interacting protein 3,4q27,11345586,608019,Q96KP6
HGNC:11940,TNK1,tyrosine kinase non receptor 1,17p13.1,8632913,608076,Q13470
HGNC:19297,TNK2,tyrosine kinase non receptor 2,3q29,"8497321, 14506255",606994,Q07912
HGNC:49093,TNK2-AS1,TNK2 antisense RNA 1,3q29,,,
HGNC:11941,TNKS,tankyrase,8p23.1,"9822378, 10198177",603303,O95271
HGNC:19081,TNKS1BP1,tankyrase 1 binding protein 1,11q12.1,11854288,607104,Q9C0C2
HGNC:15677,TNKS2,tankyrase 2,10q23.32,,607128,Q9H2K2
HGNC:45173,TNKS2-AS1,TNKS2 antisense RNA 1 (head to head),10q23.32,,,
HGNC:11942,TNM,"symbol withdrawn, see [HGNC:8117](/data/gene-symbol-report/#!/hgnc_id/HGNC:8117)",Xq25,9771704,,
HGNC:17757,TNMD,tenomodulin,Xq22.1,,300459,Q9H2S6
HGNC:22942,TNN,tenascin N,1q25.1,,617472,Q9UQP3
HGNC:11943,TNNC1,"troponin C1, slow skeletal and cardiac type",3p21.1,,191040,P63316
HGNC:11944,TNNC2,"troponin C2, fast skeletal type",20q13.12,2373703,191039,P02585
HGNC:11945,TNNI1,"troponin I1, slow skeletal type",1q32.1,"2365354, 8144655",191042,P19237
HGNC:11946,TNNI2,"troponin I2, fast skeletal type",11p15.5,"9016781, 12592607",191043,P48788
HGNC:11947,TNNI3,"troponin I3, cardiac type",19q13.42,"9605869, 9241277, 10806205",191044,P19429
HGNC:19661,TNNI3K,TNNI3 interacting kinase,1p31.1,12721663,613932,Q59H18
HGNC:11948,TNNT1,"troponin T1, slow skeletal type",19q13.42,1505979,191041,P13805
HGNC:11949,TNNT2,"troponin T2, cardiac type",1q32.1,"8088824, 8205619, 9482583",191045,P45379
HGNC:11950,TNNT3,"troponin T3, fast skeletal type",11p15.5,8172653,600692,P45378
HGNC:11951,TNP1,transition protein 1,2q35,2249851,190231,P09430
HGNC:11952,TNP2,transition protein 2,16p13.13,"1395729, 2250010",190232,Q05952
HGNC:6401,TNPO1,transportin 1,5q13.2,"8808633, 9144189",602901,Q92973
HGNC:45120,TNPO1P1,transportin 1 pseudogene 1,10q23.1,,,
HGNC:45121,TNPO1P2,transportin 1 pseudogene 2,17p11.2,,,
HGNC:50718,TNPO1P3,transportin 1 pseudogene 3,17p11.2,,,
HGNC:19998,TNPO2,transportin 2,19p13.13,"9298975, 12384575",603002,O14787
HGNC:17103,TNPO3,transportin 3,7q32.1,"10366588, 10713112, 23543484, 23667635",610032,Q9Y5L0
HGNC:55053,TNPO3P1,TNPO3 pseudogene 1,Xq23,,,
HGNC:11953,TNR,tenascin R,1q25.1,"8626505, 8940128",601995,Q92752
HGNC:41391,TNR-IT1,TNR intronic transcript 1,1q25.1,,,
HGNC:11954,TNR1,Turner syndrome 1,X,7677140,,
HGNC:11966,TNRC3,"symbol withdrawn, see [HGNC:16272](/data/gene-symbol-report/#!/hgnc_id/HGNC:16272)",4,9225980,,
HGNC:11969,TNRC6A,trinucleotide repeat containing adaptor 6A,16p12.1,"9225980, 23150874",610739,Q8NDV7
HGNC:29190,TNRC6B,trinucleotide repeat containing adaptor 6B,22q13.1,29791863,610740,Q9UPQ9
HGNC:29318,TNRC6C,trinucleotide repeat containing adaptor 6C,17q25.3,"19470757, 26106978",610741,Q9HCJ0
HGNC:44360,TNRC6C-AS1,"symbol withdrawn, see [HGNC:18021](/data/gene-symbol-report/#!/hgnc_id/HGNC:18021)",17q25.3,"29893424, 30918008",,
HGNC:11970,TNRC7,"symbol withdrawn, see [HGNC:14248](/data/gene-symbol-report/#!/hgnc_id/HGNC:14248)",22q11.3,"9225980, 11024300",,
HGNC:11971,TNRC8,"symbol withdrawn, see [HGNC:1497](/data/gene-symbol-report/#!/hgnc_id/HGNC:1497)",Xp11.4,9225980,,
HGNC:11956,TNRC10,"symbol withdrawn, see [HGNC:13875](/data/gene-symbol-report/#!/hgnc_id/HGNC:13875)",6q14-q15,9225980,,
HGNC:11959,TNRC13,"symbol withdrawn, see [HGNC:10555](/data/gene-symbol-report/#!/hgnc_id/HGNC:10555)",reserved,9225980,,
HGNC:11961,TNRC17,trinucleotide repeat containing 17,2q21.3,9225980,,
HGNC:11962,TNRC18,trinucleotide repeat containing 18,7p22.1,9225980,,O15417
HGNC:43881,TNRC18P1,trinucleotide repeat containing 18 pseudogene 1,4q31.21,,,
HGNC:34014,TNRC18P2,trinucleotide repeat containing 18 pseudogene 2,7q11.21,,,
HGNC:34015,TNRC18P3,trinucleotide repeat containing 18 pseudogene 3,7p11.2,,,
HGNC:11964,TNRC21,"symbol withdrawn, see [HGNC:7133](/data/gene-symbol-report/#!/hgnc_id/HGNC:7133)",12,9225980,,
HGNC:11965,TNRC22,"symbol withdrawn, see [HGNC:14203](/data/gene-symbol-report/#!/hgnc_id/HGNC:14203)",reserved,,,
HGNC:11973,TNS1,tensin 1,2q35,,600076,Q9HBL0
HGNC:40589,TNS1-AS1,TNS1 antisense RNA 1,2q35,,,
HGNC:19737,TNS2,tensin 2,12q13.13,,607717,Q63HR2
HGNC:21616,TNS3,tensin 3,7p12.3,11559528,606825,Q68CZ2
HGNC:24352,TNS4,tensin 4,17q21.2,"12154022, 12711115",608385,Q8IZW8
HGNC:11974,TNX,"symbol withdrawn, see [HGNC:11975](/data/gene-symbol-report/#!/hgnc_id/HGNC:11975)",,,,
HGNC:11975,TNXA,tenascin XA (pseudogene),6p21.33,"2475872, 1988494",,Q16473
HGNC:11976,TNXB,tenascin XB,6p21.33-p21.32,8530023,600985,P22105
HGNC:11977,TNXB1,"symbol withdrawn, see [HGNC:11976](/data/gene-symbol-report/#!/hgnc_id/HGNC:11976)",,,,
HGNC:11978,TNXB2,"symbol withdrawn, see [HGNC:11976](/data/gene-symbol-report/#!/hgnc_id/HGNC:11976)",,,,
HGNC:11979,TOB1,"transducer of ERBB2, 1",17q21.33,"8632892, 17785442",605523,P50616
HGNC:44340,TOB1-AS1,TOB1 antisense RNA 1,17q21.33,,,
HGNC:11980,TOB2,"transducer of ERBB2, 2",22q13.2,"10602502, 10591208",607396,Q14106
HGNC:13986,TOB2P1,"transducer of ERBB2, 2 pseudogene 1",6p22.1,12477932,,
HGNC:11981,TOC,"symbol withdrawn, see [HGNC:20788](/data/gene-symbol-report/#!/hgnc_id/HGNC:20788)",17,7534553,,
HGNC:15954,TOE1,"target of EGR1, exonuclease",1p34.1,12562764,613931,Q96GM8
HGNC:19959,TOGARAM1,TOG array regulator of axonemal microtubules 1,14q21.2,26378256,617618,Q9Y4F4
HGNC:33715,TOGARAM2,TOG array regulator of axonemal microtubules 2,2p23.2,"16344560, 26378256",,Q6ZUX3
HGNC:16476,TOLLIP,toll interacting protein,11p15.5,"9426216, 10854325",606277,Q9H0E2
HGNC:27403,TOLLIP-AS1,TOLLIP antisense RNA 1 (head to head),11p15.5,12477932,,
HGNC:11982,TOM1,target of myb1 membrane trafficking protein,22q12.3,"10329004, 15047686, 20604899",604700,O60784
HGNC:11983,TOM1L1,target of myb1 like 1 membrane trafficking protein,17q22,"10329004, 15611048, 17977829",604701,O75674
HGNC:11984,TOM1L2,target of myb1 like 2 membrane trafficking protein,17p11.2,10036180,615519,Q6ZVM7
HGNC:31369,TOMM5,translocase of outer mitochondrial membrane 5,9p13.2,18331822,616169,Q8N4H5
HGNC:34528,TOMM6,translocase of outer mitochondrial membrane 6,6p21.1,18331822,616168,Q96B49
HGNC:21648,TOMM7,translocase of outer mitochondrial membrane 7,7p15.3,"10647823, 12198123",607980,Q9P0U1
HGNC:20947,TOMM20,translocase of outer mitochondrial membrane 20,1q42.3,"7498524, 7589431, 15733919",601848,Q15388
HGNC:33752,TOMM20L,translocase of outer mitochondrial membrane 20 like,14q23.1,15733919,,Q6UXN7
HGNC:50518,TOMM20P1,TOMM20 pseudogene 1,11q13.5,,,
HGNC:50519,TOMM20P2,TOMM20 pseudogene 2,17q12,,,
HGNC:50520,TOMM20P3,TOMM20 pseudogene 3,18p11.22,,,
HGNC:50522,TOMM20P4,TOMM20 pseudogene 4,Xq13.2,,,
HGNC:18002,TOMM22,translocase of outer mitochondrial membrane 22,22q13.1,"10982837, 10900208",607046,Q9NS69
HGNC:38736,TOMM22P1,TOMM22 pseudogene 1,Yq11.223,,,
HGNC:38737,TOMM22P2,TOMM22 pseudogene 2,Yp11.31,,,
HGNC:38739,TOMM22P3,TOMM22 pseudogene 3,13q13.1,,,
HGNC:38740,TOMM22P4,TOMM22 pseudogene 4,4q32.2,,,
HGNC:38741,TOMM22P5,TOMM22 pseudogene 5,10q26.11,,,
HGNC:38742,TOMM22P6,TOMM22 pseudogene 6,3q26.1,,,
HGNC:15746,TOMM34,translocase of outer mitochondrial membrane 34,20q13.12,9324309,616049,Q15785
HGNC:18001,TOMM40,translocase of outer mitochondrial membrane 40,19q13.32,"10980201, 15644312",608061,O96008
HGNC:25756,TOMM40L,translocase of outer mitochondrial membrane 40 like,1q23.3,,,Q969M1
HGNC:54623,TOMM40P1,TOMM40 pseudogene 1,14q11.2,,,
HGNC:54624,TOMM40P2,TOMM40 pseudogene 2,22q11.1,,,
HGNC:54632,TOMM40P3,TOMM40 pseudogene 3,5p13.3,,,
HGNC:54633,TOMM40P4,TOMM40 pseudogene 4,2q21.2,,,
HGNC:11985,TOMM70,translocase of outer mitochondrial membrane 70,3q12.2,10582581,606081,O94826
HGNC:7801,TONSL,"tonsoku like, DNA repair protein",8q24.3,"7738005, 11246458",604546,Q96HA7
HGNC:51556,TONSL-AS1,TONSL antisense RNA 1,8q24.3,31158361,,
HGNC:11986,TOP1,DNA topoisomerase I,20q12,,126420,P11387
HGNC:29787,TOP1MT,DNA topoisomerase I mitochondrial,8q24.3,11526219,606387,Q969P6
HGNC:11987,TOP1P1,DNA topoisomerase I pseudogene 1,1q24.3,,,
HGNC:11988,TOP1P2,DNA topoisomerase I pseudogene 2,22q11.23,,,
HGNC:11989,TOP2A,DNA topoisomerase II alpha,17q21.2,,126430,P11388
HGNC:11990,TOP2B,DNA topoisomerase II beta,3p24.2,"1309226, 1333583",126431,Q02880
HGNC:11991,TOP3,"symbol withdrawn, see [HGNC:11992](/data/gene-symbol-report/#!/hgnc_id/HGNC:11992)",,,,
HGNC:11992,TOP3A,DNA topoisomerase III alpha,17p11.2,9450867,601243,Q13472
HGNC:11993,TOP3B,DNA topoisomerase III beta,22q11.22,"9786842, 9074928",603582,O95985
HGNC:11994,TOP3BP1,DNA topoisomerase III beta pseudogene 1,22q11.22,10591208,,
HGNC:24746,TOPAZ1,testis and ovary specific PAZ domain containing 1,3p21.31,22069478,614412,Q8N9V7
HGNC:17008,TOPBP1,DNA topoisomerase II binding protein 1,3q22.1,"9461304, 9039502",607760,Q92547
HGNC:21653,TOPORS,"TOP1 binding arginine/serine rich protein, E3 ubiquitin ligase",9p21.1,"10352183, 12083797, 17924349",609507,Q9NS56
HGNC:50276,TOPORSLP,"topoisomerase I binding, arginine and serine rich like, pseudogene",9q31.1,,,
HGNC:3098,TOR1A,torsin family 1 member A,9q34.11,10644435,605204,O14656
HGNC:29456,TOR1AIP1,torsin 1A interacting protein 1,1q25.2,"12061773, 15767459",614512,Q5JTV8
HGNC:24055,TOR1AIP2,torsin 1A interacting protein 2,1q25.2,15767459,614513,"Q8NFQ8, Q9H496"
HGNC:11995,TOR1B,torsin family 1 member B,9q34.11,"9288096, 10644435",608050,O14657
HGNC:54599,TOR1BP1,TOR1B pseudogene 1,2p13.1,,,
HGNC:11996,TOR2A,torsin family 2 member A,9q34.11,10644435,608052,"Q5JU69, Q8N2E6"
HGNC:11997,TOR3A,torsin family 3 member A,1q25.2,10644435,607555,Q9H497
HGNC:25981,TOR4A,torsin family 4 member A,9q34.3,,,Q9NXH8
HGNC:18988,TOX,thymocyte selection associated high mobility group box,8q12.1,"9872452, 11850626",606863,O94900
HGNC:16095,TOX2,TOX high mobility group box family member 2,20q13.12,14764631,611163,Q96NM4
HGNC:11972,TOX3,TOX high mobility group box family member 3,16q12.1,9225980,611416,O15405
HGNC:20161,TOX4,TOX high mobility group box family member 4,14q11.2,,614032,O94842
HGNC:44009,TOX4P1,TOX high mobility group box family member 4 pseudogene 1,4q25,,,
HGNC:11998,TP53,tumor protein p53,17p13.1,"6396087, 3456488, 2047879",191170,P04637
HGNC:29984,TP53AIP1,tumor protein p53 regulated apoptosis inducing protein 1,11q24.3,"11030628, 12019168",605426,Q9HCN2
HGNC:11999,TP53BP1,tumor protein p53 binding protein 1,15q15.3,"8016121, 9748285",605230,Q12888
HGNC:12000,TP53BP2,tumor protein p53 binding protein 2,1q41,"8668206, 8016121",602143,Q13625
HGNC:16328,TP53BP2P1,tumor protein p53 binding protein 2 pseudogene 1,8p21.3,11948623,,
HGNC:43652,TP53COR1,tumor protein p53 pathway corepressor 1,6p21.2,"20673990, 22841487, 24381249",616343,
HGNC:12001,TP53CP,"symbol withdrawn, see [HGNC:15979](/data/gene-symbol-report/#!/hgnc_id/HGNC:15979)",reserved,9405685,,
HGNC:19373,TP53I3,tumor protein p53 inducible protein 3,2p23.3,"11919562, 10840161, 19349281",605171,Q53FA7
HGNC:16842,TP53I11,tumor protein p53 inducible protein 11,11p11.2,9305847,617867,O14683
HGNC:25102,TP53I13,tumor protein p53 inducible protein 13,17q11.2,14767535,,Q8NBR0
HGNC:18022,TP53INP1,tumor protein p53 inducible nuclear protein 1,8q22.1,"11511362, 12438758",606185,Q96A56
HGNC:16104,TP53INP2,tumor protein p53 inducible nuclear protein 2,20q11.22,"15628030, 27172002",617549,Q8IXH6
HGNC:12002,TP53L,"symbol withdrawn, see [HGNC:15979](/data/gene-symbol-report/#!/hgnc_id/HGNC:15979)",reserved,9618472,,
